,host_response_rate,beds,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
204,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.92,4.96,4.94,4.97,4.92,4.9,4.93,2.57
205,1.0,1.0,1.0,1.0,90.0,90.0,1.0,90.0,4.84,4.79,4.95,4.88,4.91,4.95,4.84,0.4
206,0.9,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.8,5.0,5.0,5.0,5.0,4.6,4.8,0.06
207,1.0,1.6,1.0,2.0,59.0,59.0,2.0,59.0,4.61,4.65,4.71,4.71,4.72,4.9,4.65,3.01
208,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.87,4.93,4.93,4.93,4.98,5.0,4.95,0.65
209,1.0,1.6,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.86,4.85,4.84,4.94,5.0,4.94,4.79,0.94
210,0.9,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.82,4.94,4.98,4.94,4.9,4.65,4.79,0.53
211,1.0,2.0,1.6,1.9,365.0,365.0,1.8,365.0,4.88,4.9,4.83,4.83,4.67,5.0,5.0,0.07
212,0.9,3.0,1.6,5.0,1125.0,1125.0,5.0,1125.0,4.82,4.91,4.9,4.93,4.98,4.88,4.85,0.83
213,1.0,2.0,2.0,4.0,1125.0,1125.0,3.6,1125.0,4.81,4.85,4.79,4.87,4.93,4.78,4.83,2.67
214,0.99,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.5,5.0,5.0,4.5,5.0,5.0,4.75,0.08
215,0.99,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.46,4.61,4.69,4.78,4.51,4.68,4.51,0.34
216,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.86,4.86,4.86,5.0,5.0,4.9,4.67,0.08
217,1.0,2.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.8,4.9,5.0,5.0,4.9,4.9,5.0,0.01
218,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.8,4.8,4.93,4.93,5.0,5.0,4.87,0.35
219,0.9,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.5,4.9,5.0,5.0,5.0,5.0,5.0,0.03
220,0.9,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
221,1.0,1.6,1.6,1.9,1125.0,1125.0,1.8,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.14
222,0.9,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.44,4.67,4.67,4.78,5.0,4.9,4.8,1.24
223,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.76,4.71,4.77,4.78,4.63,4.92,4.71,1.48
224,1.0,2.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.69,4.79,4.91,4.94,4.94,4.88,4.68,0.95
225,1.0,1.0,2.0,2.0,15.0,15.0,2.0,15.0,5.0,4.93,4.8,4.93,5.0,5.0,5.0,2.71
226,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.17
227,1.0,1.0,1.6,4.0,1125.0,1125.0,4.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.28
228,0.9,2.0,3.0,3.0,90.0,90.0,3.0,90.0,4.85,4.89,4.85,4.9,5.0,4.71,4.88,0.51
229,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.85,5.0,4.85,4.92,5.0,5.0,4.85,0.19
230,1.0,2.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.81,5.0,4.86,4.9,4.95,4.95,4.86,0.21
231,1.0,1.0,2.0,2.0,180.0,180.0,2.0,180.0,4.76,4.89,4.93,4.91,4.92,4.93,4.78,0.78
232,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.64,4.75,4.75,4.81,4.76,4.86,4.72,1.26
233,0.98,1.0,2.0,2.0,99.0,99.0,2.0,99.0,4.56,4.57,4.7,4.75,4.61,4.96,4.61,0.83
234,1.0,2.0,3.0,4.0,1125.0,1125.0,4.0,1125.0,4.64,4.9,4.78,4.77,4.74,4.92,4.7,2.1
235,1.0,1.0,1.6,4.0,120.0,120.0,4.0,120.0,4.83,4.85,4.84,4.92,4.94,4.95,4.86,1.62
236,0.98,1.0,1.0,2.0,99.0,99.0,1.9,99.0,4.68,4.54,4.78,4.73,4.59,4.85,4.54,0.42
237,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05
238,0.98,1.0,2.0,2.0,99.0,99.0,2.0,99.0,4.65,4.74,4.91,4.76,4.68,4.88,4.53,0.33
239,0.98,2.0,2.0,2.0,99.0,99.0,2.0,99.0,4.43,4.9,4.57,4.75,4.9,4.82,4.46,0.26
240,0.98,1.0,2.0,2.0,99.0,99.0,2.0,99.0,4.76,4.97,4.93,4.86,4.86,4.93,4.79,0.29
241,0.98,1.6,2.0,2.0,99.0,99.0,2.0,99.0,4.53,4.67,4.85,4.8,4.6,4.71,4.6,0.51
242,1.0,1.0,1.0,1.0,90.0,90.0,1.0,90.0,4.85,4.78,4.88,4.85,4.85,4.88,4.8,0.37
243,0.9,3.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.05
244,0.9,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
245,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.77,4.84,4.8,4.93,4.95,4.95,4.7,3.51
246,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.93,4.97,4.98,4.97,5.0,4.92,4.86,1.39
247,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.91,4.97,4.94,4.97,4.97,4.91,4.79,0.35
248,1.0,2.0,2.0,2.0,365.0,365.0,2.0,365.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,0.33
249,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.73,4.76,4.8,4.96,4.96,4.96,4.84,0.27
250,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.92,4.9,4.93,4.95,4.98,4.97,4.87,1.4
251,1.0,1.0,3.0,3.0,30.0,30.0,3.0,30.0,5.0,5.0,5.0,5.0,5.0,4.9,5.0,0.01
252,0.9,1.0,2.0,2.0,8.0,8.0,2.0,8.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
253,0.9,2.0,1.6,5.0,365.0,365.0,5.0,365.0,4.82,4.87,4.74,4.96,5.0,4.7,4.96,0.21
254,1.0,2.0,1.6,4.0,45.0,45.0,4.0,45.0,4.77,4.8,4.86,5.0,4.98,4.96,4.86,0.51
255,1.0,3.0,2.0,2.0,90.0,90.0,2.0,90.0,4.59,4.69,4.69,4.88,4.91,4.87,4.6,1.0
256,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.88,4.87,4.84,4.85,4.83,4.85,4.85,0.78
257,1.0,2.0,3.0,4.0,3.0,1125.0,4.0,1109.6,4.93,4.97,4.9,4.98,4.99,4.99,4.93,3.29
258,0.98,1.0,1.0,2.0,99.0,99.0,1.9,99.0,4.61,4.83,4.98,4.98,4.73,4.83,4.78,0.44
259,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.77,4.77,4.87,4.94,4.88,4.89,4.75,1.22
260,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.81,4.81,4.84,4.93,4.88,4.99,4.71,2.32
261,0.9,1.0,1.6,1.9,365.0,365.0,1.8,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
262,1.0,1.6,2.0,2.0,365.0,365.0,2.0,365.0,4.86,4.88,4.94,4.94,5.0,4.76,4.94,0.45
263,1.0,3.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.93,4.98,4.94,4.95,4.99,4.96,4.93,1.59
264,1.0,1.0,1.6,4.0,1125.0,1125.0,4.0,1125.0,4.89,4.93,4.96,5.0,5.0,4.86,4.89,0.33
265,1.0,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.93,4.98,4.89,4.98,5.0,5.0,4.91,0.48
266,1.0,1.0,1.6,4.0,1125.0,1125.0,4.0,1125.0,4.89,4.88,4.92,4.97,4.99,4.91,4.89,0.72
267,1.0,2.0,1.0,3.0,1125.0,1125.0,2.3,1125.0,4.62,4.73,4.87,4.84,4.82,4.96,4.86,0.45
268,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.92,4.92,5.0,5.0,5.0,5.0,4.92,0.16
269,0.9,3.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
270,1.0,2.0,3.0,3.0,30.0,30.0,3.0,30.0,4.95,4.95,5.0,4.9,5.0,4.95,4.95,0.23
271,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.85,4.91,4.83,4.95,5.0,4.99,4.83,1.0
272,0.98,1.0,2.0,2.0,99.0,99.0,2.0,99.0,4.85,4.82,4.97,4.87,4.79,4.95,4.9,0.43
273,1.0,1.6,1.6,5.0,1125.0,1125.0,5.0,1125.0,4.93,4.9,4.98,4.93,4.96,4.94,4.86,1.82
274,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.16
275,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.87,4.92,4.91,4.94,4.92,4.88,4.87,3.62
276,0.9,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
277,1.0,2.0,1.6,1.9,180.0,180.0,1.8,180.0,4.75,4.83,4.5,5.0,5.0,4.92,4.67,0.15
278,1.0,1.0,1.6,6.0,1125.0,1125.0,1.8,1125.0,4.33,4.67,4.67,4.5,4.9,4.9,4.67,0.07
279,0.9,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.88,4.88,4.68,4.96,4.92,4.92,4.79,0.25
280,1.0,3.0,1.0,1.0,90.0,90.0,1.0,90.0,4.79,4.92,4.8,4.92,4.97,4.93,4.72,1.12
281,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.88,5.0,5.0,5.0,5.0,4.75,4.88,1.33
282,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.88,4.88,4.76,4.71,4.82,4.94,4.94,0.19
283,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.96,4.93,4.93,4.97,4.96,4.99,4.93,0.76
284,1.0,3.0,1.6,1.9,180.0,180.0,1.8,180.0,4.82,4.88,4.88,4.9,4.97,4.93,4.79,1.39
285,0.98,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.74,4.84,4.91,4.69,4.68,4.94,4.73,1.07
286,1.0,1.6,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.77,4.91,4.81,4.91,4.95,4.7,4.84,0.64
287,1.0,1.6,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.66,4.71,4.7,4.75,4.85,4.54,4.75,0.89
288,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.93,4.95,4.96,4.95,4.8,4.92,4.91,3.51
289,1.0,1.0,3.0,3.0,30.0,30.0,3.0,30.0,4.78,5.0,4.95,5.0,4.91,4.95,5.0,0.23
290,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.72,4.84,4.63,4.94,4.76,4.98,4.76,1.4
291,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.97,4.98,4.95,4.95,4.99,4.89,4.91,2.29
292,0.9,1.0,1.0,1.0,90.0,90.0,1.0,90.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
293,1.0,1.0,1.6,4.0,99.0,99.0,4.0,99.0,4.7,4.85,4.79,4.96,4.89,4.91,4.81,2.2
294,0.9,1.0,2.0,2.0,27.0,27.0,2.0,27.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
295,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.73,4.78,4.79,4.94,4.88,4.97,4.71,1.62
296,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.95,4.95,4.85,4.99,4.97,4.98,4.95,1.14
297,0.9,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.5,4.9,4.5,4.75,4.5,4.75,4.75,0.04
298,0.93,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.62,4.74,4.55,4.94,4.91,4.91,4.71,3.84
299,1.0,1.6,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.96,4.99,4.98,4.99,5.0,4.84,4.93,1.37
300,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.64,4.69,4.8,4.96,4.94,4.9,4.51,0.8
301,0.9,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.75,4.86,4.87,4.86,4.88,4.92,4.83,3.24
302,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.84,4.88,4.88,4.9,4.92,4.96,4.83,1.31
303,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.85,4.88,4.82,4.91,4.94,4.82,4.76,0.32
304,1.0,3.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.56,4.75,4.54,4.88,4.86,4.61,4.68,0.84
305,1.0,2.0,3.0,3.0,15.0,15.0,3.0,15.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
306,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.85,4.91,4.91,4.91,4.89,4.83,4.84,2.22
307,0.99,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.82,4.87,4.72,4.87,4.88,4.97,4.87,3.53
308,1.0,2.0,1.6,4.0,1125.0,1125.0,4.0,1125.0,4.88,4.92,4.88,5.0,4.83,4.94,4.89,0.65
309,1.0,2.0,1.0,2.0,1125.0,1125.0,1.3,1125.0,4.85,4.9,4.86,4.93,4.94,4.96,4.83,3.95
310,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.88,4.92,4.78,4.93,4.94,4.96,4.86,0.85
311,0.99,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.61,4.88,4.75,4.96,4.88,4.98,4.71,0.59
312,1.0,1.0,2.0,2.0,61.0,61.0,2.0,61.0,4.92,4.92,4.67,5.0,5.0,5.0,4.92,0.12
313,0.9,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.84,4.93,4.86,4.96,4.98,4.95,4.88,0.56
314,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
315,1.0,1.0,1.6,5.0,1125.0,1125.0,5.0,1125.0,5.0,5.0,5.0,5.0,4.75,4.75,5.0,0.08
316,0.95,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.63,4.66,4.59,4.81,4.91,4.84,4.78,0.32
317,1.0,1.6,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.7,4.79,4.74,4.89,4.87,4.63,4.46,0.49
318,0.9,1.0,1.0,1.0,3.0,3.0,1.0,3.0,4.9,4.96,4.96,4.97,4.97,5.0,4.93,1.13
319,1.0,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.9,4.91,5.0,4.96,5.0,4.96,4.91,0.44
320,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.91,4.97,4.9,4.98,5.0,4.8,4.84,0.69
321,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.7,4.68,4.7,4.9,4.92,4.9,4.71,0.82
322,0.9,1.0,1.6,5.0,1125.0,1125.0,5.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
323,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08
324,1.0,3.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.86,4.81,4.86,4.92,4.89,4.88,4.82,1.02
325,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,5.0,5.0,4.8,5.0,5.0,5.0,5.0,0.02
326,1.0,1.0,1.0,1.0,32.0,32.0,1.0,32.0,4.83,4.83,4.89,4.89,4.83,4.83,4.78,0.18
327,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.44,4.9,4.44,4.63,4.69,4.63,4.44,0.22
328,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,0.05
329,0.99,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.77,4.8,4.66,4.86,4.84,4.96,4.8,3.69
330,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.88,4.8,4.64,4.96,4.96,5.0,4.76,0.26
331,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.97,4.96,4.95,5.0,5.0,4.9,4.93,2.6
332,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.73,4.77,4.76,4.95,4.93,4.88,4.72,1.79
333,0.9,3.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.52,4.52,4.58,4.9,4.9,4.59,4.59,0.32
334,1.0,1.0,1.6,5.0,1125.0,1125.0,5.0,1125.0,4.89,4.87,4.93,4.91,4.91,4.76,4.85,0.57
335,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.82,4.92,4.83,4.94,4.96,4.81,4.8,1.43
336,1.0,1.6,2.0,3.0,1125.0,1125.0,2.1,1125.0,4.81,4.87,4.89,4.89,4.82,4.96,4.84,1.62
337,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,4.9,4.95,4.97,4.92,4.95,4.95,0.41
338,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.9,4.94,4.98,4.99,4.99,4.94,4.91,0.82
339,1.0,1.6,3.0,3.0,30.0,30.0,3.0,30.0,4.99,4.96,4.95,5.0,5.0,4.99,4.91,1.46
340,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.72,4.89,4.81,4.87,4.81,4.89,4.69,1.01
341,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.91,4.95,4.9,4.98,4.98,4.84,4.92,3.12
342,1.0,1.0,1.6,4.0,60.0,60.0,4.0,60.0,4.68,4.79,4.74,4.89,4.86,4.89,4.72,2.24
343,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.78,4.85,4.82,4.76,4.83,4.57,4.78,0.75
344,1.0,1.0,1.6,4.0,1125.0,1125.0,4.0,1125.0,4.5,4.7,4.5,4.9,4.8,5.0,4.6,0.41
345,1.0,1.6,2.0,4.0,1125.0,1125.0,2.2,1125.0,4.77,4.85,4.9,4.84,4.76,4.87,4.8,1.09
346,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.85,4.88,4.88,4.89,4.92,4.87,4.86,1.33
347,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
348,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.86,4.9,4.85,4.92,4.93,4.89,4.86,1.4
349,0.9,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.8,4.87,4.93,4.8,4.96,4.98,4.85,0.61
350,1.0,2.0,1.6,4.0,1125.0,1125.0,4.0,1125.0,4.92,4.96,4.79,5.0,4.96,4.96,4.94,0.55
351,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.99,4.99,4.97,5.0,4.99,4.91,4.92,0.73
352,0.9,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.33,5.0,5.0,5.0,5.0,5.0,5.0,0.31
353,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.63,4.69,4.57,4.85,4.85,4.87,4.67,0.65
354,0.9,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.74,4.78,4.84,4.86,4.84,4.74,4.79,1.55
355,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,4.93,5.0,5.0,5.0,4.93,4.8,2.29
356,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.93,4.95,4.95,4.99,4.98,5.0,4.95,2.15
357,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.81,4.86,4.77,4.86,4.77,4.82,4.8,0.59
358,0.97,2.0,1.0,3.0,365.0,1125.0,2.7,446.6,4.77,4.79,4.77,4.96,4.88,4.91,4.73,0.63
359,1.0,1.6,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.73,5.0,4.82,4.73,4.91,4.55,4.73,0.13
360,1.0,1.0,1.6,4.0,95.0,95.0,4.0,95.0,4.73,4.87,4.84,4.95,4.9,4.88,4.75,1.24
361,0.97,1.0,1.0,3.0,365.0,1125.0,2.7,446.6,4.98,4.9,4.92,4.98,4.94,4.98,4.96,0.56
362,0.9,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.93,5.0,5.0,5.0,5.0,4.85,4.77,0.17
363,0.9,3.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,5.0,5.0,5.0,5.0,5.0,4.9,5.0,0.01
364,0.98,3.0,1.0,1.0,99.0,99.0,1.0,99.0,4.74,4.7,4.83,4.91,4.8,4.96,4.67,0.53
365,1.0,1.0,1.6,4.0,1125.0,1125.0,4.0,1125.0,4.55,4.78,4.65,4.95,4.93,4.93,4.58,0.92
366,0.9,1.6,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
367,1.0,2.0,1.6,4.0,1125.0,1125.0,4.0,1125.0,4.84,4.81,4.79,4.96,4.95,4.71,4.83,1.26
368,0.9,1.6,1.6,1.9,1000.0,1000.0,1.8,1000.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
369,0.9,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.81,4.81,4.94,4.89,4.87,4.7,4.81,0.61
370,1.0,1.0,1.6,5.0,1124.0,1124.0,5.0,1124.0,4.5,5.0,5.0,4.9,4.5,4.5,5.0,0.02
371,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.83,4.9,4.91,4.96,4.93,4.77,4.8,1.77
372,1.0,1.0,1.6,1.9,180.0,180.0,1.8,180.0,4.67,4.67,4.67,5.0,5.0,4.9,4.8,0.31
373,1.0,1.0,2.0,2.0,5.0,5.0,2.0,5.0,4.73,5.0,4.91,5.0,5.0,4.91,5.0,0.13
374,0.9,1.0,1.0,1.0,10.0,10.0,1.0,10.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
375,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.93,5.0,4.79,4.86,4.93,5.0,4.93,1.58
376,0.9,2.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
377,1.0,1.6,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.85,4.89,4.96,5.0,4.96,4.85,5.0,0.3
378,1.0,1.0,1.6,5.0,1125.0,1125.0,5.0,1125.0,4.82,4.86,4.91,4.95,4.95,4.95,4.77,0.24
379,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.92,4.91,4.91,4.98,5.0,5.0,4.88,0.7
380,1.0,2.0,1.6,6.0,90.0,90.0,1.8,90.0,4.96,4.88,5.0,5.0,5.0,5.0,4.81,0.27
381,0.9,2.0,2.0,3.0,1125.0,1125.0,2.0,1125.0,4.8,4.86,4.89,4.92,4.91,4.91,4.8,3.82
382,1.0,1.6,2.0,3.0,1125.0,1125.0,2.4,1125.0,4.9,4.93,4.92,4.99,4.96,4.98,4.88,2.75
383,0.9,2.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
384,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,4.81,4.86,4.82,4.95,4.86,4.93,4.73,0.78
385,0.9,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.86,4.87,4.86,4.98,4.98,4.97,4.88,1.17
386,0.9,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.83,4.78,4.87,4.91,4.82,4.95,4.82,0.27
387,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.8,4.9,4.8,5.0,5.0,4.9,4.8,0.15
388,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
389,1.0,1.0,1.6,1.9,29.0,29.0,1.8,29.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
390,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.82,4.73,4.91,5.0,4.73,4.91,4.64,0.12
391,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.88,4.92,4.9,4.98,4.92,4.74,4.86,0.53
392,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.9,4.94,4.97,4.95,4.94,4.99,4.85,4.21
393,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,4.69,4.76,4.86,4.88,4.84,4.91,4.75,4.0
394,0.9,1.0,2.0,2.0,21.0,21.0,2.0,21.0,4.81,4.94,5.0,5.0,5.0,5.0,4.88,0.16
395,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,0.04
396,1.0,3.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.8,4.81,4.84,4.88,4.89,4.94,4.83,3.1
397,1.0,1.6,1.0,1.0,2.0,2.0,1.0,2.0,4.47,4.56,4.61,4.81,4.79,4.52,4.43,1.3
398,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.97,4.94,4.97,4.99,5.0,5.0,4.93,0.72
399,1.0,2.0,2.0,3.0,1125.0,1125.0,2.9,1125.0,4.82,4.82,4.71,4.9,4.9,4.95,4.82,1.36
400,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,5.0,5.0,4.69,5.0,4.92,5.0,4.92,0.14
401,1.0,1.0,1.6,4.0,1125.0,1125.0,4.0,1125.0,5.0,5.0,4.8,5.0,5.0,5.0,4.8,0.03
402,1.0,1.6,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.63,4.9,4.38,4.9,4.9,4.5,4.8,0.1
403,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,0.03
404,1.0,2.0,3.0,3.0,365.0,365.0,3.0,365.0,4.91,4.97,4.78,4.98,4.97,4.91,4.92,2.45
405,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,4.93,5.0,0.18
